char_freq_!,word_freq_remove,char_freq_$,capital_run_length_average,word_freq_your,word_freq_free,capital_run_length_longest,capital_run_length_total,word_freq_hp,word_freq_our,word_freq_money,word_freq_000,word_freq_you,word_freq_george,Class
0.503,2.25,0.0,16.304,1.12,0.0,148,375,0.0,1.12,0.0,0.0,3.38,0.0,1
0.976,0.4,0.397,3.186,2.03,0.1,56,1042,0.0,0.61,0.3,0.0,2.23,0.0,1
1.562,0.0,0.36,2.638,2.41,0.8,22,124,0.0,1.61,0.0,0.8,1.61,0.0,1
0.0,0.0,0.212,4.818,5.26,0.0,25,53,0.0,0.0,1.31,0.0,1.31,0.0,1
0.508,1.47,0.169,10.625,1.47,1.47,140,170,0.0,0.0,0.0,0.0,0.0,0.0,1
0.099,0.0,0.079,4.881,0.92,0.17,95,1313,0.0,0.34,0.05,0.0,1.04,0.0,1
0.0,0.81,0.123,4.793,0.81,0.0,23,302,0.0,0.81,0.0,0.0,1.22,0.0,1
0.0,0.58,0.271,1.67,1.74,0.0,14,162,0.0,0.87,0.0,0.0,2.62,0.0,1
0.01,0.06,0.169,1.766,1.08,0.0,12,447,0.0,1.57,0.06,0.84,4.41,0.0,1
0.029,0.0,0.011,2.813,0.2,0.03,26,2510,1.18,0.1,0.0,0.03,0.45,0.0,1
0.481,0.0,0.549,3.166,1.24,0.41,19,114,0.0,0.0,0.41,0.0,3.73,0.0,1
0.55,0.08,0.082,15.547,0.57,0.08,339,2923,0.0,0.08,0.24,0.16,1.87,0.0,1
0.977,0.4,0.397,3.166,2.03,0.1,56,1045,0.0,0.6,0.3,0.0,2.23,0.0,1
0.037,0.45,0.15,13.936,1.13,0.22,114,1324,0.0,0.0,0.0,0.9,1.58,0.0,1
0.0,0.0,0.212,4.818,5.26,0.0,25,53,0.0,0.0,1.31,0.0,1.31,0.0,1
0.198,0.0,0.0,5.019,0.0,0.4,18,261,0.0,0.0,0.0,0.4,1.22,0.0,1
0.121,0.38,0.0,2.08,2.29,0.38,12,104,0.0,0.38,0.38,0.0,3.43,0.0,1
0.544,1.78,0.0,1.777,0.0,0.0,5,16,0.0,0.0,0.0,0.0,0.0,0.0,1
0.472,0.0,0.092,2.086,1.23,0.0,104,703,0.0,0.61,0.0,0.06,1.16,0.0,1
0.17,1.36,0.17,9.411,1.36,1.36,128,160,0.0,0.0,0.0,0.0,0.0,0.0,1
2.894,0.0,0.868,5.607,1.53,0.0,25,157,0.0,0.0,0.0,0.0,2.3,0.0,1
0.258,0.0,0.0,2.826,1.63,0.81,20,65,0.0,2.45,0.0,0.0,3.27,0.0,1
1.151,0.33,0.056,4.928,3.87,0.0,63,621,0.0,0.33,0.33,0.0,2.02,0.0,1
5.213,0.0,0.979,5.781,1.08,0.0,54,740,0.0,0.39,0.19,0.0,3.75,0.0,1
2.597,0.0,0.0,4.153,0.0,4.0,26,54,0.0,0.0,0.0,0.0,0.0,0.0,1
0.01,0.05,0.162,1.794,1.04,0.0,12,454,0.0,1.45,0.05,0.75,4.25,0.0,1
0.489,0.27,0.04,2.121,1.36,0.0,19,227,0.0,0.54,0.27,0.0,2.45,0.0,1
0.511,0.0,0.0,2.909,1.61,0.8,20,64,0.0,3.22,0.0,0.0,3.22,0.0,1
0.496,2.2,0.0,16.782,1.1,0.0,148,386,0.0,1.1,0.0,0.0,3.31,0.0,1
0.496,2.2,0.0,16.826,1.1,0.0,148,387,0.0,1.1,0.0,0.0,3.31,0.0,1
0.0,0.31,0.162,1.515,3.19,0.31,10,144,0.0,0.63,0.31,0.0,2.55,0.0,1
0.379,0.69,0.063,2.042,1.38,0.69,12,96,0.0,1.04,0.34,0.34,5.9,0.0,1
0.0,1.56,0.183,11.714,1.56,1.56,140,164,0.0,0.0,0.0,0.0,0.0,0.0,1
0.488,2.16,0.0,15.16,1.08,0.0,148,379,0.0,1.08,0.0,0.0,3.24,0.0,1
0.21,0.28,0.0,2.293,1.44,1.88,32,477,0.0,0.28,0.0,0.0,1.01,0.0,1
0.13,0.0,0.196,7.4,1.1,0.22,75,629,0.0,0.22,0.22,0.22,1.32,0.0,1
0.388,0.0,0.048,2.264,0.88,0.0,49,428,0.0,0.88,0.29,0.14,2.2,0.0,1
0.167,0.07,0.167,3.412,1.85,0.0,44,795,0.0,0.51,0.07,0.0,3.55,0.0,1
0.0,0.31,0.163,1.515,3.19,0.31,10,144,0.0,0.63,0.31,0.0,2.55,0.0,1
0.0,0.31,0.163,1.515,3.19,0.31,10,144,0.0,0.63,0.31,0.0,2.55,0.0,1
0.01,0.05,0.167,1.838,1.11,0.0,13,467,0.0,1.52,0.05,0.81,4.21,0.0,1
1.085,0.97,0.232,5.166,1.45,0.0,58,186,0.0,0.48,0.0,1.45,4.36,0.0,1
0.48,0.0,0.549,3.166,1.24,0.41,19,114,0.0,0.0,0.41,0.0,3.73,0.0,1
0.261,0.08,0.294,3.282,0.94,0.08,62,535,0.0,0.08,0.34,0.34,3.0,0.0,1
0.233,0.0,0.0,9.5,0.64,0.0,84,323,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.63,0.0,1.2,3.27,0.0,2,12,0.0,0.0,0.0,0.0,1.63,0.0,1
0.092,0.08,0.014,4.16,3.14,0.0,48,1140,0.0,0.43,0.08,0.34,1.2,0.0,1
0.092,0.08,0.014,4.16,3.14,0.0,48,1140,0.0,0.43,0.08,0.34,1.2,0.0,1
0.638,0.34,0.174,2.17,1.73,0.69,8,89,0.0,0.34,1.04,0.0,4.86,0.0,1
0.14,0.29,0.0,4.892,2.9,0.87,139,274,0.0,0.29,0.58,0.0,2.61,0.0,1
0.072,0.45,0.0,7.857,0.0,0.0,45,440,0.0,0.45,0.0,0.0,0.9,0.0,1
0.133,0.2,0.066,2.704,2.22,0.4,30,192,0.0,0.0,0.4,0.0,3.44,0.0,1
0.213,1.33,1.492,29.125,5.33,0.0,223,233,0.0,0.0,0.0,0.0,1.33,0.0,1
0.588,0.44,0.156,86.7,3.32,0.44,1038,1734,0.0,1.77,0.44,0.44,3.32,0.0,1
0.292,0.0,0.0,3.0,0.9,0.0,38,75,0.0,0.0,0.0,0.0,6.36,0.0,1
0.467,0.74,0.233,1.846,1.49,0.0,12,72,0.0,0.74,0.0,0.0,0.0,0.0,1
0.13,0.28,0.0,7.0,0.85,0.14,137,826,0.0,1.28,0.42,0.0,1.7,0.0,1
0.882,0.37,0.189,4.08,1.13,0.37,78,253,0.0,1.13,0.0,0.37,2.65,0.0,1
1.799,0.0,0.514,1.823,2.66,0.0,11,62,0.0,0.0,0.0,0.0,2.66,0.0,1
0.963,0.0,0.113,2.622,0.72,0.72,47,139,0.36,1.45,0.0,0.0,2.54,0.0,1
1.218,1.08,0.261,5.323,1.08,0.54,68,181,0.0,0.54,0.0,1.62,4.32,0.0,1
0.628,0.0,0.943,2.944,0.0,1.81,9,53,0.0,0.0,0.0,5.45,1.81,0.0,1
0.515,0.48,0.957,6.833,1.44,0.48,78,328,0.0,0.96,0.48,0.48,1.92,0.0,1
0.278,0.0,0.0,2.95,1.96,0.98,18,59,0.98,0.98,0.0,0.0,2.94,0.0,1
0.833,0.0,0.0,1.375,0.0,0.0,3,11,0.0,0.0,0.0,0.0,4.44,0.0,1
0.0,0.18,0.0,25.22,0.0,1.89,180,1261,0.0,0.18,0.18,0.0,0.56,0.0,1
0.191,0.0,0.143,2.041,1.21,0.3,31,196,0.0,0.0,0.6,0.0,2.74,0.0,1
1.326,0.0,0.0,2.2,4.0,1.33,11,44,0.0,0.0,0.0,0.0,2.66,0.0,1
0.379,0.03,0.136,3.341,1.36,0.51,181,1955,0.0,0.23,0.71,0.27,2.75,0.0,1
0.19,0.0,0.142,2.03,1.21,0.3,31,199,0.0,0.0,0.6,0.0,2.72,0.0,1
0.239,0.58,0.239,3.338,1.74,0.58,123,207,0.0,0.58,1.16,0.0,0.58,0.0,1
0.37,0.46,0.0,6.137,1.86,0.0,54,313,0.0,0.46,0.0,0.0,2.8,0.0,1
0.0,0.0,0.211,1.745,3.03,0.3,11,185,0.0,0.3,0.3,0.0,2.12,0.0,1
0.0,0.0,0.21,1.738,3.02,0.3,11,186,0.0,0.3,0.3,0.0,2.11,0.0,1
0.103,0.0,0.0,1.437,6.54,0.0,11,161,0.0,0.59,0.59,0.0,3.57,0.0,1
0.325,0.02,0.523,6.723,1.43,0.33,445,4128,0.0,0.08,0.46,0.94,3.05,0.0,1
0.239,0.58,0.239,3.338,1.74,0.58,123,207,0.0,0.58,1.16,0.0,0.58,0.0,1
0.0,0.0,0.211,1.752,3.03,0.3,11,184,0.0,0.3,0.3,0.0,2.12,0.0,1
0.0,0.0,0.211,1.752,3.03,0.3,11,184,0.0,0.3,0.3,0.0,2.12,0.0,1
0.402,0.0,0.402,5.681,2.63,0.71,49,392,0.0,0.23,0.23,0.71,5.26,0.0,1
0.0,0.0,0.0,2.103,0.0,0.0,10,204,0.0,0.0,0.0,0.59,0.0,0.0,1
4.347,0.0,0.0,3.0,0.0,0.0,7,9,0.0,0.0,0.0,0.0,7.14,0.0,1
0.036,0.0,0.184,2.336,1.44,0.48,66,264,0.0,0.72,0.24,0.48,1.2,0.0,1
0.036,0.0,0.184,2.336,1.44,0.48,66,264,0.0,0.72,0.24,0.48,1.2,0.0,1
0.263,0.08,0.263,3.076,0.77,0.08,62,526,0.0,0.08,0.34,0.34,3.03,0.0,1
0.802,0.0,0.0,5.114,0.87,0.0,107,179,0.0,0.87,0.43,0.0,0.87,0.0,1
0.874,0.0,0.0,5.114,0.87,0.0,107,179,0.0,0.87,0.43,0.0,0.87,0.0,1
0.14,0.29,0.0,4.892,2.9,0.87,139,274,0.0,0.29,0.58,0.0,2.61,0.0,1
0.543,0.0,0.0,5.0,0.0,0.0,15,50,0.0,0.0,0.0,0.0,7.04,0.0,1
0.653,0.0,0.118,1.53,4.04,0.0,13,75,0.0,0.36,0.36,0.0,2.94,0.0,1
0.364,0.0,0.312,7.541,0.38,0.0,192,543,0.0,0.38,0.0,0.77,0.58,0.0,1
0.099,0.08,0.014,4.07,3.17,0.0,48,574,0.0,0.42,0.08,0.34,1.2,0.0,1
0.327,0.26,0.0,5.549,1.05,0.79,71,566,0.0,0.26,0.52,0.0,1.32,0.0,1
0.346,0.05,0.793,6.05,1.48,0.1,199,3213,0.0,0.05,0.33,1.01,3.21,0.0,1
0.249,0.54,0.305,3.921,2.0,0.36,59,447,0.0,1.09,0.18,0.0,1.82,0.0,1
0.099,0.08,0.014,4.07,3.17,0.0,48,574,0.0,0.42,0.08,0.34,1.2,0.0,1
1.9,0.0,0.475,1.763,3.79,0.0,11,67,0.0,0.0,0.0,0.0,2.53,0.0,1
0.053,0.36,0.053,18.37,0.0,0.36,134,496,0.0,0.0,0.0,0.0,3.3,0.0,1
1.248,0.0,0.197,58.705,4.52,0.37,842,998,0.0,0.37,0.0,0.37,2.26,0.0,1
0.107,0.0,0.0,1.421,1.15,0.0,7,54,0.0,0.0,0.0,0.0,3.46,0.0,1
0.411,0.0,0.0,4.307,2.17,0.0,15,56,0.0,0.0,0.0,0.0,2.17,0.0,1
5.924,0.0,1.33,5.8,1.09,0.0,54,725,0.0,0.39,0.09,0.0,3.79,0.0,1
0.123,0.38,0.0,2.062,1.93,0.38,12,99,0.0,0.38,0.38,0.0,3.87,0.0,1
0.298,0.0,0.597,3.333,3.17,0.0,12,30,0.0,0.0,0.0,3.17,3.17,0.0,1
0.424,0.0,0.0,12.692,0.49,0.49,152,330,0.0,2.46,0.0,0.0,4.43,0.0,1
0.123,0.38,0.0,2.062,1.93,0.38,12,99,0.0,0.38,0.38,0.0,3.87,0.0,1
0.25,0.38,0.073,1.764,0.7,0.0,37,766,0.0,0.19,0.0,0.19,1.67,0.0,1
0.061,0.37,0.122,4.727,2.24,0.0,57,208,0.0,0.0,0.37,0.0,2.99,0.0,1
0.705,0.39,0.211,1.903,1.98,0.0,13,118,0.0,1.58,0.0,0.0,3.96,0.0,1
0.904,0.41,5.3,7.478,0.41,1.65,92,344,0.0,0.0,0.82,0.41,2.9,0.0,1
0.431,0.09,0.111,3.37,1.23,0.0,87,1645,0.0,1.04,0.04,0.29,1.53,0.0,1
0.904,0.41,5.3,7.478,0.41,1.65,92,344,0.0,0.0,0.82,0.41,2.9,0.0,1
0.0,0.0,0.0,4.722,0.0,0.0,57,85,0.0,0.0,1.42,0.0,0.0,0.0,1
0.555,1.21,0.0,104.666,4.87,0.0,311,314,0.0,1.21,0.0,0.0,2.43,0.0,1
0.174,0.0,0.087,1.612,1.92,0.96,12,50,0.0,0.0,0.0,0.48,6.73,0.0,1
0.328,0.05,0.858,5.928,1.49,0.1,199,3160,0.0,0.05,0.34,0.99,3.23,0.0,1
1.562,1.47,0.0,5.0,0.0,0.0,95,170,0.0,1.47,0.0,0.0,0.0,0.0,1
1.208,1.06,0.259,5.558,1.06,1.06,76,189,0.0,0.53,0.0,1.59,4.25,0.0,1
0.48,0.0,0.549,3.166,1.24,0.41,19,114,0.0,0.0,0.41,0.0,3.73,0.0,1
1.208,0.55,0.345,4.761,1.67,0.55,140,200,0.0,2.23,0.0,0.0,3.91,0.0,1
1.207,0.55,0.345,4.761,1.67,0.55,140,200,0.0,2.23,0.0,0.0,3.91,0.0,1
1.246,0.0,0.196,62.5,4.54,0.37,845,1000,0.0,0.37,0.0,0.37,2.27,0.0,1
1.275,0.0,0.141,5.598,3.81,0.34,78,711,0.0,0.17,0.51,0.17,1.9,0.0,1
0.371,0.0,0.061,2.89,1.27,0.0,84,477,0.0,0.12,0.12,0.0,2.81,0.0,1
0.08,1.18,0.0,1.844,1.65,0.23,13,83,0.0,1.89,0.0,0.0,2.83,0.0,1
0.329,0.05,0.78,6.045,1.5,0.26,193,3059,0.0,0.05,0.34,1.02,3.24,0.0,1
0.138,0.0,0.0,5.809,1.35,0.45,46,122,0.0,1.35,0.0,0.0,1.8,0.0,1
1.939,1.23,0.0,1.379,0.0,1.23,8,40,0.0,0.0,0.0,0.0,0.0,0.0,1
1.947,1.23,0.0,1.379,0.0,1.23,8,40,0.0,0.0,0.0,0.0,0.0,0.0,1
1.949,1.23,0.0,1.379,0.0,1.23,8,40,0.0,0.0,0.0,0.0,0.0,0.0,1
0.586,0.19,0.189,2.349,0.49,0.0,31,477,0.0,0.09,0.0,0.39,1.38,0.0,1
0.503,0.68,0.062,1.82,1.37,0.68,12,91,0.0,1.03,0.34,0.34,5.86,0.0,1
0.136,0.0,0.182,8.207,0.27,0.0,30,435,0.0,0.0,0.0,0.0,2.2,0.0,1
0.0,0.0,0.692,4.941,1.09,0.0,25,84,0.0,0.0,0.0,0.0,0.0,0.0,1
0.371,0.0,0.061,2.878,1.27,0.0,84,475,0.0,0.12,0.12,0.0,2.8,0.0,1
0.331,1.2,0.0,50.166,3.61,0.0,295,301,0.0,1.2,0.0,0.0,2.4,0.0,1
1.634,0.24,0.155,3.975,2.47,0.0,47,485,0.0,0.24,0.74,0.24,1.23,0.0,1
0.619,0.6,0.103,6.166,1.21,0.0,33,259,0.0,0.6,0.6,0.0,1.81,0.0,1
0.795,0.0,0.217,4.869,1.38,0.92,66,224,0.0,1.38,0.46,0.0,0.92,0.0,1
2.362,0.0,0.0,3.384,1.35,0.0,37,132,0.0,0.0,0.0,0.0,1.35,0.0,1
0.294,1.47,0.147,72.0,2.94,0.0,281,288,0.0,0.0,0.0,0.0,0.0,0.0,1
0.625,0.0,0.312,4.75,1.99,0.49,47,190,0.0,1.49,0.49,0.0,0.99,0.0,1
0.0,0.53,0.0,2.131,1.6,0.0,12,81,0.0,0.0,0.0,0.0,2.67,0.0,1
1.473,0.0,0.0,4.071,1.11,0.0,29,114,0.0,0.0,0.0,0.0,5.55,0.0,1
1.135,0.56,0.349,5.105,1.7,0.56,140,194,0.0,2.27,0.0,0.0,3.97,0.0,1
0.13,0.0,0.168,5.76,1.77,0.0,175,795,0.0,0.23,0.23,0.0,4.84,0.0,1
0.441,0.0,0.0,1.372,0.93,0.0,4,70,0.0,1.12,0.0,0.0,3.18,0.0,1
0.496,0.0,0.248,5.187,2.38,0.0,80,249,0.0,1.42,0.0,0.47,2.38,0.0,1
0.441,0.0,0.0,1.372,0.93,0.0,4,70,0.0,1.12,0.0,0.0,3.18,0.0,1
0.036,0.0,0.184,2.276,1.45,0.48,66,255,0.0,0.72,0.24,0.48,1.21,0.0,1
0.0,0.36,0.0,6.685,2.17,0.0,60,234,0.0,1.44,0.0,0.0,2.89,0.0,1
2.413,0.0,0.0,3.384,1.35,0.0,37,132,0.0,0.0,0.0,0.0,1.35,0.0,1
0.0,0.0,0.0,7.18,1.42,0.47,182,359,0.0,0.47,0.0,0.0,1.9,0.0,1
0.0,0.0,0.0,7.18,1.42,0.47,182,359,0.0,0.47,0.0,0.0,1.9,0.0,1
0.311,0.04,0.734,5.328,1.36,0.23,144,3016,0.0,0.04,0.31,0.97,2.93,0.0,1
0.909,0.0,0.0,2.857,0.0,5.0,11,40,0.0,0.0,0.0,0.0,0.0,0.0,1
0.49,0.5,0.158,8.55,0.7,0.1,669,1351,0.0,0.8,0.1,0.6,1.31,0.0,1
0.294,1.47,0.147,71.5,2.94,0.0,281,286,0.0,0.0,0.0,0.0,0.0,0.0,1
1.217,0.56,0.347,5.105,1.69,0.56,140,194,0.0,2.25,0.0,0.0,3.95,0.0,1
0.0,0.0,0.0,2.0,0.0,0.0,11,20,0.0,2.38,0.0,0.0,4.76,0.0,1
0.434,0.0,0.0,1.377,0.92,0.0,4,73,0.0,1.11,0.0,0.0,3.14,0.0,1
0.462,0.0,0.0,3.125,0.0,3.12,6,25,0.0,0.0,0.0,0.0,0.0,0.0,1
0.344,0.05,0.784,6.094,1.5,0.26,193,3029,0.0,0.05,0.34,1.11,3.25,0.0,1
0.706,0.0,0.0,8.411,0.0,0.81,55,143,0.0,0.0,0.0,0.0,4.09,0.0,1
0.327,0.0,1.357,5.769,0.47,0.23,72,450,0.0,0.0,0.23,0.0,2.63,0.0,1
0.0,0.42,0.349,7.0,2.13,0.0,105,441,0.0,0.0,0.0,1.28,2.99,0.0,1
0.416,0.0,0.0,1.373,0.9,0.0,6,92,0.0,1.08,0.0,0.0,3.06,0.0,1
1.434,0.0,0.0,3.281,1.74,0.0,64,361,0.0,0.0,0.29,0.0,2.91,0.0,1
0.502,0.0,0.251,5.488,2.41,0.0,80,247,0.0,1.44,0.0,0.48,2.41,0.0,1
0.421,0.0,0.252,5.173,2.42,0.0,80,238,0.0,1.45,0.0,0.48,2.42,0.0,1
0.677,0.0,0.254,5.2,2.45,0.0,80,234,0.0,1.47,0.0,0.49,2.45,0.0,1
0.105,1.45,0.0,2.689,5.1,0.0,25,78,0.0,0.0,0.0,0.0,2.18,0.0,1
0.318,0.04,0.754,5.349,1.36,0.23,144,3033,0.0,0.04,0.31,1.0,2.93,0.0,1
0.924,0.0,0.0,1.966,0.0,0.0,10,59,0.0,0.0,0.0,0.0,3.52,0.0,1
0.093,0.0,0.0,2.755,1.29,0.0,66,135,0.0,0.64,0.64,0.0,1.29,0.0,1
0.093,0.0,0.0,2.755,1.29,0.0,66,135,0.0,0.64,0.64,0.0,1.29,0.0,1
0.093,0.0,0.0,2.755,1.29,0.0,66,135,0.0,0.64,0.64,0.0,1.29,0.0,1
0.0,0.0,0.044,1.607,0.15,0.3,16,418,0.0,0.0,0.0,0.0,0.15,0.0,1
0.345,0.0,0.345,5.132,2.3,0.62,37,426,0.0,0.2,0.2,0.62,4.6,0.0,1
0.0,0.0,0.0,13.166,0.0,0.0,28,79,0.0,3.7,0.0,0.0,3.7,0.0,1
0.331,0.05,0.79,6.073,1.47,0.26,193,3043,0.0,0.07,0.34,1.1,3.22,0.0,1
0.464,0.0,0.0,1.392,0.92,0.0,4,78,0.0,1.11,0.0,0.0,3.15,0.0,1
0.055,0.0,0.501,3.509,1.91,0.63,91,186,0.0,1.59,0.63,0.31,2.22,0.0,1
1.13,1.12,0.347,4.875,2.25,0.56,140,195,0.0,2.25,0.0,0.0,3.95,0.0,1
0.464,0.0,0.0,1.392,0.92,0.0,4,78,0.0,1.11,0.0,0.0,3.15,0.0,1
0.443,0.0,0.0,4.652,2.83,0.0,31,107,0.0,0.94,0.0,0.0,1.88,0.0,1
0.0,0.0,0.0,2.039,2.64,0.08,18,414,0.0,0.17,0.0,0.0,4.04,0.0,1
0.112,0.0,0.336,2.96,0.0,0.0,19,222,0.0,0.0,0.0,0.0,1.68,0.0,1
0.0,0.0,0.0,1.512,0.0,0.88,7,62,0.0,0.0,0.0,0.0,0.88,0.0,1
0.693,0.0,0.0,1.335,0.96,0.0,11,195,0.0,0.36,0.12,0.0,1.21,0.0,1
0.405,0.19,0.233,4.32,1.75,0.0,49,877,0.0,1.07,0.29,0.09,3.81,0.0,1
0.754,0.0,0.188,5.551,1.56,0.0,119,161,0.0,0.0,0.0,0.0,1.56,0.0,1
0.427,1.09,0.061,4.42,1.09,0.36,192,305,0.0,0.36,1.09,0.36,2.56,0.0,1
0.0,0.0,0.0,2.47,0.45,0.45,27,425,0.0,0.0,0.0,0.0,0.22,0.0,1
0.06,0.09,0.045,1.597,2.43,0.58,20,329,0.0,0.68,0.09,0.0,3.21,0.0,1
0.6,0.0,0.3,4.02,2.53,0.0,82,197,0.0,0.0,0.0,0.84,2.95,0.0,1
0.6,0.0,0.3,4.02,2.53,0.0,82,197,0.0,0.0,0.0,0.84,2.95,0.0,1
0.116,0.4,0.116,4.058,2.0,0.8,54,207,0.0,0.4,0.0,0.0,2.0,0.0,1
0.0,0.63,0.613,1.251,1.91,0.0,12,174,0.0,0.0,0.0,0.0,0.0,0.0,1
0.298,1.25,0.0,3.976,3.75,1.25,32,171,0.0,0.0,0.0,0.0,1.25,0.0,1
0.077,0.26,0.0,1.8,0.52,0.0,29,171,0.0,0.26,0.0,0.0,1.58,0.0,1
0.0,0.0,0.0,4.176,5.67,1.41,44,142,0.0,2.83,0.0,0.0,7.09,0.0,1
1.191,0.55,0.34,4.59,1.66,0.55,140,202,0.0,2.22,0.0,0.0,3.88,0.0,1
0.729,0.72,0.121,7.781,1.45,0.0,32,249,0.0,0.72,0.72,0.0,1.45,0.0,1
0.776,0.84,0.129,10.375,1.69,0.0,168,249,0.0,0.84,0.84,0.0,2.54,0.0,1
0.729,0.72,0.121,7.781,1.45,0.0,32,249,0.0,0.72,0.72,0.0,1.45,0.0,1
0.64,0.81,0.8,7.651,0.4,3.27,181,505,0.0,0.4,0.0,2.04,0.81,0.0,1
0.13,0.0,0.186,4.225,1.5,0.58,131,1107,0.0,0.63,0.34,0.17,3.01,0.0,1
1.417,0.0,0.0,3.029,0.0,2.85,12,103,0.0,5.0,0.71,0.0,2.14,0.0,1
0.515,0.0,0.103,2.04,3.26,1.3,12,51,0.0,1.3,0.0,0.0,2.61,0.0,1
0.23,1.61,0.0,4.941,0.0,0.0,60,84,0.0,0.0,0.0,0.0,3.22,0.0,1
0.492,0.0,0.0,2.184,0.96,2.56,25,166,0.0,0.32,0.0,0.0,3.84,0.0,1
0.233,0.64,0.0,1.136,2.59,0.64,4,25,0.0,0.64,0.0,0.0,3.24,0.0,1
0.645,0.98,0.064,3.552,1.96,0.0,25,135,0.0,0.49,0.0,0.0,2.45,0.0,1
0.444,0.0,0.37,2.413,2.2,0.0,16,140,0.0,0.44,0.0,2.2,1.76,0.0,1
0.701,0.69,0.116,8.781,2.08,0.0,34,281,0.0,0.69,0.69,0.0,1.38,0.0,1
0.444,0.0,0.37,2.413,2.2,0.0,16,140,0.0,0.44,0.0,2.2,1.76,0.0,1
0.444,0.0,0.37,2.413,2.2,0.0,16,140,0.0,0.44,0.0,2.2,1.76,0.0,1
0.444,0.0,0.37,2.448,2.2,0.0,16,142,0.0,0.44,0.0,2.2,1.76,0.0,1
0.443,0.0,0.088,1.693,0.0,0.59,16,83,0.0,0.0,0.0,0.0,1.18,0.0,1
0.49,0.5,0.158,8.55,0.7,0.1,669,1351,0.0,0.8,0.1,0.6,1.31,0.0,1
1.424,1.66,0.0,24.333,0.0,3.33,59,146,0.0,1.66,0.0,0.0,1.66,0.0,1
0.49,0.5,0.158,8.55,0.7,0.1,669,1351,0.0,0.8,0.1,0.6,1.31,0.0,1
0.25,0.0,0.721,2.742,0.87,0.87,35,617,0.0,0.52,0.17,0.0,1.4,0.0,1
0.875,0.0,0.0,6.0,0.0,0.0,48,138,0.0,0.8,0.0,0.0,4.03,0.0,1
1.276,1.05,0.729,3.062,1.57,1.05,19,98,0.0,2.63,0.0,0.52,4.21,0.0,1
0.02,0.05,0.163,1.796,1.04,0.0,12,458,0.0,1.45,0.05,0.75,4.24,0.0,1
0.342,0.0,0.716,2.973,0.87,0.87,35,336,0.0,0.52,0.17,0.0,1.39,0.0,1
0.415,0.0,0.0,1.909,2.46,0.0,9,42,0.0,0.0,0.0,0.0,2.46,0.0,1
0.307,0.2,0.175,6.937,1.0,0.0,669,1214,0.0,0.2,0.2,0.1,2.2,0.0,1
0.157,0.0,0.105,2.366,1.04,0.0,60,142,0.0,1.04,0.0,0.34,3.83,0.0,1
0.371,0.0,0.061,2.878,1.27,0.0,84,475,0.0,0.12,0.12,0.0,2.8,0.0,1
0.37,0.0,0.061,2.878,1.27,0.0,84,475,0.0,0.12,0.12,0.0,2.81,0.0,1
0.569,0.0,0.207,12.064,0.77,0.0,691,1689,0.0,0.0,0.68,0.58,1.75,0.0,1
0.548,0.0,0.199,14.301,0.83,0.0,685,1516,0.0,0.0,0.72,0.62,1.87,0.0,1
0.0,0.0,0.0,2.141,0.0,0.92,38,212,0.0,0.61,0.0,0.0,0.61,0.0,1
0.0,1.13,0.0,3.925,0.0,1.13,17,106,0.0,1.13,0.0,0.0,1.13,0.0,1
0.02,0.05,0.163,1.796,1.04,0.0,12,458,0.0,1.45,0.05,0.75,4.24,0.0,1
0.263,0.0,0.105,3.418,0.0,0.0,110,188,0.0,0.32,0.0,0.0,1.94,0.0,1
0.548,0.0,0.199,14.283,0.83,0.0,685,1514,0.0,0.0,0.72,0.62,1.87,0.0,1
0.174,0.19,0.548,4.965,0.39,0.0,97,993,0.0,0.39,0.39,0.19,0.59,0.0,1
0.0,0.0,0.0,2.923,0.0,0.0,55,114,0.0,0.43,0.0,0.0,2.17,0.0,1
5.942,0.0,1.334,5.838,1.1,0.0,54,724,0.0,0.3,0.1,0.0,3.81,0.0,1
0.64,0.0,0.256,3.5,2.78,0.39,30,112,0.0,0.0,0.39,1.19,2.39,0.0,1
0.392,0.0,0.0,3.965,0.0,0.0,67,115,0.0,0.0,0.0,0.0,1.25,0.0,1
0.463,0.0,0.0,7.941,2.7,0.0,65,405,0.0,0.54,0.0,0.0,2.16,0.0,1
0.471,0.0,0.0,2.088,0.0,0.8,15,188,0.0,0.26,0.0,0.0,1.33,0.0,1
1.492,0.9,0.0,5.3,0.0,1.81,66,106,0.0,0.9,0.0,0.0,1.81,0.0,1
0.0,0.0,0.231,5.977,0.44,0.0,70,263,0.0,0.0,0.0,0.0,2.64,0.0,1
0.484,0.0,0.08,8.375,2.22,1.11,85,201,0.0,0.55,0.0,0.55,1.66,0.0,1
0.21,0.8,0.0,4.49,1.21,1.61,24,229,0.0,1.21,0.0,0.0,1.61,0.0,1
0.159,1.6,0.0,4.555,0.53,0.0,51,123,0.0,1.06,0.0,0.0,2.13,0.0,1
0.0,0.0,0.0,5.25,3.52,1.17,20,42,0.0,1.17,0.0,0.0,2.35,0.0,1
0.48,0.0,0.48,1.684,0.0,0.0,10,32,0.0,0.0,0.0,0.0,6.06,0.0,1
0.27,0.8,0.0,3.115,1.6,0.8,19,81,0.0,0.8,0.0,0.0,1.6,0.0,1
0.269,0.8,0.0,3.115,1.6,0.8,19,81,0.0,0.8,0.0,0.0,1.6,0.0,1
